321717,PUBLIC0,0.0,PUBLIC0
321717,isMALE0,0.0,isMALE0
321717,REGION0,0.0,REGIONzahranicie, zahranicie - ostatne
321717,AGE2,0.0,AGE2
321717,SPOKEN_LANGUAGES0,0.0,SPOKEN_LANGUAGESanglicky
321717,BODY_TYPE0,0.0,BODY_TYPEchuda
321717,MY_EYESIGHT0,0.0,MY_EYESIGHTvyborny
321717,EYE_COLOR0,0.0,EYE_COLORhnede
321717,HAIR_COLOR0,0.0,HAIR_COLORcierne
321717,COMPLETED_LEVEL_OF_EDUCATION0,0.0,COMPLETED_LEVEL_OF_EDUCATIONstredoskolske
321717,FAVOURITE_COLOR0,0.0,FAVOURITE_COLORcierna
321717,FAVOURITE_COLOR1,0.0,FAVOURITE_COLORcervena
321717,RELATION_TO_SMOKING0,0.0,RELATION_TO_SMOKINGfajcim pravidelne
321717,RELATION_TO_ALCOHOL0,0.0,RELATION_TO_ALCOHOLpijem prilezitostne
321717,ON_POKEC_I_AM_LOOKING_FOR0,0.0,ON_POKEC_I_AM_LOOKING_FORudrzujem vztahy s priatelmi
321717,ON_POKEC_I_AM_LOOKING_FOR1,0.0,ON_POKEC_I_AM_LOOKING_FORniekoho na chatovanie
321717,LOVE_IS_FOR_ME0,0.0,LOVE_IS_FOR_MEv laske som sa sklamal(a)
321717,LOVE_IS_FOR_ME1,0.0,LOVE_IS_FOR_MEpreto som velmi opatrny(a)
321717,RELATION_TO_CASUAL_SEX0,0.0,RELATION_TO_CASUAL_SEXdokazem mat sex s kymkolvek
321717,RELATION_TO_CASUAL_SEX1,0.0,RELATION_TO_CASUAL_SEXkto dobre vyzera
321717,MY_PARTNER_SHOULD_BE0,0.0,MY_PARTNER_SHOULD_BEhlavne spolocensky typ
321717,MY_PARTNER_SHOULD_BE1,0.0,MY_PARTNER_SHOULD_BEhlavne dobry milenec
321717,MARITAL_STATUS0,0.0,MARITAL_STATUSslobodny(a)
20028,PUBLIC1,0.0,PUBLIC1
20028,isMALE1,0.0,isMALE1
20028,REGION1,0.0,REGIONzilinsky kraj, martin
20028,AGE2,0.0,AGE2
20028,HEIGHT16,0.0,HEIGHT16
20028,WEIGHT6,0.0,WEIGHT6
20028,I_AM_WORKING_IN_FIELD0,0.0,I_AM_WORKING_IN_FIELDstavebnictva
20028,SPOKEN_LANGUAGES1,0.0,SPOKEN_LANGUAGEStrochu anglicky ale hlavne svoj
